ID,0007CB0CDD,0007CB0F67,0007CB48B4,0007CB6DFA,0007F29741,0007F2B88A,0007F2C687,0007F2EEFA,0007F2F26A,0007F2F283
0007CB0CDD,0,1,0.285714285714286,0,0.666666666666667,1,1,0.333333333333333,0.5,1
0007CB0F67,0,0,0.214285714285714,0.5,0.25,0.384615384615385,0.857142857142857,0.5,0.5,0
0007CB48B4,0.714285714285714,0.785714285714286,0,0.8,0,0.4,0.8,0.4,0.5,0.333333333333333
0007CB6DFA,0,0.5,0.2,0,1,1,1,0,1,1
0007F29741,0.333333333333333,0.75,1,0,0,1,0.8,0.5,0,0
0007F2B88A,0,0.615384615384615,0.6,0,0,0,0,1,0.666666666666667,1
0007F2C687,0,0.142857142857143,0.2,0,0.2,1,0,1,1,0.333333333333333
0007F2EEFA,0.666666666666667,0.5,0.6,0,0.5,0,0,0,0,0.4
0007F2F26A,0.5,0.5,0.5,0,0,0.333333333333333,0,0,0,0.4
0007F2F283,0,1,0.666666666666667,0,1,0,0.666666666666667,0.6,0.6,0
